name,year_established,year_active,systems_res,systems_com,states_active,headquarters_street,headquarters_city,headquarters_state,headquarters_zip,headquarters_country,headquarters_link,office_latlongs,lat,lng
Sundance Power Systems,1995,1995,1000,100,NC|SC|TN,11+Salem+Hill+Road,Weaverville,NC,28787,US,https://www.google.com/maps/?q=11%20Salem%20Hill%20Road%20Weaverville%20NC%2028787,,35.7366964,-82.5536881
Greenbelt Solar,2009,2010,800,30,TX,4808+Broken+Bow+Pass,Austin,TX,78745,US,https://www.google.com/maps/?q=4808%20Broken%20Bow%20Pass%20Austin%20TX%2078745,,30.225614,-97.7969249
High End Power,2013,2014,500,10,CA,331+West+Dran+st+120,Glendale,CA,91203,United States,https://www.google.com/maps/?q=331%20West%20Dran%20st.%20%23120%20Glendale%20CA%2091203,,34.1425078,-118.255075
JNA Solar,2008,2008,3046,38,CA|TX,5900+Canoga+Avenue+Ste+380,Woodland+Hills,CA,91367,United States,https://www.google.com/maps/?q=5900%20Canoga%20Avenue%20Ste%20380%20Woodland%20Hills%20CA%2091367,"33.1966,-96.6085",34.1775776,-118.5969255
Professional Electrical Services Inc,21,1997,500,50,AL|FL|GA|NC|SC,185+S+Charles+Richard+Beall+Blvd,Debary,FL,32713,United States,https://www.google.com/maps/?q=185%20S%20Charles%20Richard%20Beall%20Blvd%20Debary%20FL%2032713,,28.8762836,-81.3113809
American Array Solar and Roofing,2012,2014,1517,202,CA,3151+Independence+Dr,Livermore,CA,94551,US,https://www.google.com/maps/?q=3151%20Independence%20Dr%20Livermore%20CA%2094551,"34.1767,-118.6159|36.7377,-119.7843|35.3384,-119.0627|37.8134,-121.2132",37.7067324,-121.813899
Sweetwater Energy Services,2015,2015,231,19,TX,421+Blake+St,Victoria,TX,77905,United States,https://www.google.com/maps/?q=421%20Blake%20St%20Victoria%20TX%2077905,,28.813215,-97.074907
OGW Energy Resources,2007,2009,62,14,IN|KY|MI|OH,5205+South+County+Road+25a,Tipp+City,OH,45371,United States,https://www.google.com/maps/?q=5205%20South%20County%20Road%2025a%20Tipp%20City%20Ohio%2045371,,39.9636863,-84.1986039
"New England Solar & Green Solutions, Inc.",2009,2009,,,MA|VT,65+North+Street,Williamstown,MA,1267,US,https://www.google.com/maps/?q=65%20North%20Street%20Williamstown%20MA%2001267,,42.7156376,-73.2091214
Americas Choice Contractor,2009,2009,3500,10,CA,6339+Nancy+Ridge+Drive+100,San+Diego,CA,92121,United States,https://www.google.com/maps/?q=6339%20Nancy%20Ridge%20Drive%20100%20San%20Diego%20CA%2092121,,32.8875252,-117.1839958
Treepublic Solar,2008,2012,417,22,CA,2337+Roscomare+Rd,Bel+Air,CA,90077,United States,https://www.google.com/maps/?q=2337%20Roscomare%20Rd.%2C%20Suite%2011%20Bel%20Air%20California%2090077,"34.1112,-118.4502",34.1167504,-118.4642493
Solar Five,2012,2012,500,100,MA|RI,420+Bedford+Street,Lexington,MA,2420,United States,https://www.google.com/maps/?q=420%20Bedford%20Street%20Lexington%20MA%2002420,"42.2671,-71.0186",42.4722259,-71.2481139
Groundhog Solar llc,2010,2010,60,10,PA,209+W+15th+ave,Altoona,PA,16601,United States,https://www.google.com/maps/?q=209%20W.%2015th%20ave%20Altoona%20PA%2016601,,40.535921,-78.398269
Limitless Energy LLC,2016,2012,315,25,CT,325+North+Quaker+Lane,West+Hartford,CT,6119,United States,https://www.google.com/maps/?q=325%20North%20Quaker%20Lane%20West%20Hartford%20CT%2006119,"41.7628,-72.7268",41.7758981,-72.7282115
HUDSON VALLEY WIND & SOLAR LLC,2008,2008,,,NY,70+COUNTY+ROUTE+7,PINE+PLAINS,NY,12567,United States,https://www.google.com/maps/?q=70%20COUNTY%20ROUTE%207%20PINE%20PLAINS%20NY%2012567,,42.0102724,-73.7114124
Integrity Solar Solutions,2017,2017,40,,NJ|NY,28+New+Hempstead+Road,New+City,NY,10956,United States,https://www.google.com/maps/?q=28%20New%20Hempstead%20Road%20New%20City%20NY%2010956,,41.1484741,-73.9927592
"Solar Smart Living, LLC",2008,2008,700,35,NM|TX,108+Ray+Ward+Pl,Santa+Teresa,NM,88008,United States,https://www.google.com/maps/?q=108%20Ray%20Ward%20Pl%20Santa%20Teresa%20NM%2088008,,31.837181,-106.614921
Sun Up Zero Down,2013,2013,1500,30,NJ,6105+West+Jersey+Ave+Suite+3,Egg+harbor+township,NJ,8234,United States,https://www.google.com/maps/?q=6105%20West%20Jersey%20Ave%20Suite%203%20Egg%20harbor%20township%20NJ%2008234,"39.3741,-74.6118",39.4189814,-74.6171225
Monarch Solar,2016,2016,25,1,NC|SC,4336+Waccamaw+Blvd,Myrtle+Beach,SC,29579,United States,https://www.google.com/maps/?q=4336%20Waccamaw%20Blvd%20Myrtle%20Beach%20SC%2029579,"33.7377,-78.9787",33.7378511,-78.9480485
Synergy Power,2008,2004,200,20,CA,962+Sunset+Dr,Livermore,CA,94551,United States,https://www.google.com/maps/?q=962%20Sunset%20Dr%20Livermore%20CA%2094551,"37.7015,-122.0782|38.3324,-120.9418|37.9823,-122.0362|37.944,-120.6423",37.6915477,-121.786122
Abender Corporation,2007,2007,55,32,FL|PA,7480+NW+17+St,Plantation,FL,33313,US,https://www.google.com/maps/?q=7480%20NW%2017%20St%2C%20%23305%20Plantation%20FL%2033313,"40.3688,-80.0224",26.146723,-80.2497379
Kasselman Solar,1948,2010,1500,98,NY,20+Walker+Way,Albany,NY,12205,US,https://www.google.com/maps/?q=20%20Walker%20Way%20Albany%20NY%2012205,,42.7140794,-73.8423658
YouVee Solar LLC,2010,2009,234,7,CA,812+Bryann+St,Ridgecrest,CA,93555,United States,https://www.google.com/maps/?q=812%20Bryann%20St%20Ridgecrest%20CA%2093555,,35.6359525,-117.6833135
SunWork - a local nonprofit organization,2005,2009,650,25,CA,477+Valley+Way,Milpitas,CA,95035,US,https://www.google.com/maps/?q=477%20Valley%20Way%20Milpitas%20CA%2095035,,37.4276384,-121.915051
SolTerra Solar,2008,2008,1000,100,WA,2910+First+Avenue+S+Suite+201,Seattle,WA,98134,US,https://www.google.com/maps/?q=2910%20First%20Avenue%20S.%20Suite%20201%20Seattle%20WA%2098134,,47.5773456,-122.3337969
"Sunny Energy, LLC",2009,2009,3500,6,AZ|CA|TX,2720+South+Hardy+Drive,Tempe,AZ,85282,United States,https://www.google.com/maps/?q=2720%20South%20Hardy%20Drive%2C%20%23%204%20Tempe%20AZ%2085282,"33.3917,-111.9249|38.5538,-121.7418",33.3996154,-111.9527149
"Advanced Energy Systems, LLC",2008,2008,325,15,AZ,15679+N+83+Way,Scottsdale,AZ,85260,United States,https://www.google.com/maps/?q=15679%20N%2083%20Way%2C%20Suite%20D5%20Scottsdale%20AZ%2085260,,33.6273515,-111.9013403
Cutler Bay Solar Solutions,2013,2013,580,4,FL,8301+SW+184th+Lane,Cutler+Bay,FL,33157,United States,https://www.google.com/maps/?q=8301%20SW%20184th%20Lane%20Cutler%20Bay%20FL%2033157,,25.5984112,-80.326175
Southern Light Solar,2013,2013,,,MA|RI,5+Hicks+Street,New+Bedford,MA,2746,United States,https://www.google.com/maps/?q=5%20Hicks%20Street%20New%20Bedford%20MA%2002746,,41.6532964,-70.9250275
GRNE Solar,2012,2012,120,15,IL|IN|MN|MO|NE|UT|WI,230+N+Hicks+Pl,Palatine,IL,60067,United States,https://www.google.com/maps/?q=230%20N%20Hicks%20Pl%20Palatine%20IL%2060067,,42.1145063,-88.0349071
Sun 101 LLC,2013,2006,160,36,NJ,1347+Route+179,Lambertville,NJ,8530,United States,https://www.google.com/maps/?q=1347%20Route%20179%20Lambertville%20NJ%2008530,,40.3975798,-74.9102472
Solar Rising LLC,2009,2004,900,15,MA,45+Market+Street,Mashpee,MA,2649,United States,https://www.google.com/maps/?q=45%20Market%20Street%20Mashpee%20MA%2002649,"41.6181,-70.4854",41.6158319,-70.4918145
LuxLight Solar Energy,2001,2001,200,25,CA,17985+N+Tretheway+Rd,Lockeford,CA,95237,US,https://www.google.com/maps/?q=17985%20N.%20Tretheway%20Rd.%20Lockeford%20CA%2095237,,38.145233,-121.181473
Atlasta Solar Center,1979,1979,3000,,CO|UT|WY,1111+South+7th+St,Grand+Junction,CO,81501,US,https://www.google.com/maps/?q=1111%20South%207th%20St%20Grand%20Junction%20CO%2081501,,39.057301,-108.5614829
JDC Energy,2012,2012,500,10,CA,10373+Trademark+St,Rancho+Cucamonga,CA,91730,United States,https://www.google.com/maps/?q=10373%20Trademark%20St%20Rancho%20Cucamonga%20CA%2091730,"34.107,-117.5941",34.0801201,-117.5784289
Invaleon Solar,2011,2011,300,50,ME|MA|NH,26+Parkridge+Rd,Haverhill,MA,1835,United States,https://www.google.com/maps/?q=26%20Parkridge%20Rd%2C%20Suite%201B%20Haverhill%20MA%2001835,,42.7639694,-71.115793
NuWatt Energy,2010,2010,875,110,CA|CT|ME|MA|NH|NJ|VT,400+Tradecenter,Woburn,MA,1801,United States,https://www.google.com/maps/?q=400%20Tradecenter%2C%20Suite%202900%20Woburn%20MA%2001801,"33.8867,-118.1265",42.4997533,-71.1614212
Always Sunny Solar,2000,2013,219,50,CT|ME|MA|NH|RI|VT,120+Water+St,Boston,MA,2011,US,https://www.google.com/maps/?q=120%20Water%20St.%20Boston%20MA%2002011,,42.3583168,-71.0545861
Plug It In Solar,2013,2011,850,5,CA,14721+Oxnard+St,Van+Nuys,CA,91411,United States,https://www.google.com/maps/?q=14721%20Oxnard%20St%20Van%20Nuys%20CA%2091411,"34.1781,-118.4574",34.1795366,-118.4538398
Sol-Up USA,2009,2009,1500,20,NV,4305+Dean+Martin+Drive,Las+Vegas,NV,89103,US,https://www.google.com/maps/?q=4305%20Dean%20Martin%20Drive%2C%20Suite%20150%20Las%20Vegas%20NV%2089103,"36.1149,-115.2161",36.1115355,-115.1821536
Building Energy,2007,2007,200,25,VT,1570+South+Brownell+Rd,Williston,VT,5495,United States,https://www.google.com/maps/?q=1570%20South%20Brownell%20Rd%20Williston%20VT%2005495,"43.6722,-72.3813",44.442497,-73.131668
EcoMen Solar,2011,2005,600,,NJ|NY,7606,Freehold,NJ,7728,US,https://www.google.com/maps/?q=PO%20Box%207606%20Freehold%20NJ%2007728,"40.2458,-74.2768",40.2136754,-74.3000878
"Green Sun Energy Services, LLC",2010,2011,154,3,NJ,79+McCutcheon+Ct,Middletown,NJ,7748,United States,https://www.google.com/maps/?q=79%20McCutcheon%20Ct%20Middletown%20NJ%2007748,,40.3773289,-74.1079147
Insource Renewables,2008,2012,300,20,ME,113+N+Lancey+St,Pittsfield,ME,4967,United States,https://www.google.com/maps/?q=113%20N%20Lancey%20St%20Pittsfield%20ME%2004967,,44.7830893,-69.3802071
Second Generation Energy (SGE Solar),2006,2008,400,35,CT|MA|NH|RI,85+S+Bow+Street,Milford,MA,1757,United States,https://www.google.com/maps/?q=85%20S.%20Bow%20Street%20Milford%20MA%2001757,,42.139264,-71.5156876
Solar ME,2014,2010,3000,22,NJ,110+Main+Street,South+Amboy,NJ,8879,United States,https://www.google.com/maps/?q=110%20Main%20Street%20South%20Amboy%20NJ%2008879,,40.4912165,-74.2883994
Edbec,2016,2017,200,3,CT|MA,11+Amity+St,Amherst,MA,1002,United States,https://www.google.com/maps/?q=11%20Amity%20St%20Amherst%20MA%2001002,"42.3671,-72.4646|42.3671,-72.4646",42.376121,-72.52025
Ecolectrics,2008,2008,2000,150,TX,14309+Toepperwein+Road,San+Antonio,TX,78233,United States,https://www.google.com/maps/?q=14309%20Toepperwein%20Road%20San%20Antonio%20TX%2078233,"30.2107,-97.9427",29.5707461,-98.3576836
Sandbox Solar,2015,2015,,,CO|WY,430+N+College+Avenue,Fort+Collins,CO,80524,United States,https://www.google.com/maps/?q=430%20N%20College%20Avenue%20Fort%20Collins%20CO%2080524,"40.5986,-105.0581",40.5943139,-105.0759112
Vantage Solar,2014,2011,200,30,MA,102C+Pond+st,Seekonk,MA,2771,United States,https://www.google.com/maps/?q=102C%20Pond%20st%20Seekonk%20MA%2002771,,41.8977845,-71.3314847
Clean Solar,2007,2007,,,CA,1445+Koll+Circle,San+Jose,CA,95112,United States,https://www.google.com/maps/?q=1445%20Koll%20Circle%2C%20Suite%20109%20San%20Jose%20CA%2095112,,37.3656546,-121.9068635
Susten Energy,2012,2012,310,80,CT|DE|DC|MD|MA|NJ|NM|NY|RI,2928+41st+Avenue,Queens,NY,11101,United States,https://www.google.com/maps/?q=29-28%2041st%20Avenue%20Queens%20NY%2011101,,40.7504952,-73.9369236
Ohio Power Solutions,2009,2009,210,40,OH,3100,London,OH,43140,United States,https://www.google.com/maps/?q=3100%20London%20OH%2043140,,39.8979317,-83.4462221
SunBug Solar,2009,2009,1100,80,MA,1165+Mass+Ave,Arlington,MA,2476,United States,https://www.google.com/maps/?q=1165%20Mass%20Ave.%20Arlington%20MA%2002476,"42.1537,-72.7698|42.4162,-71.1752|42.4162,-71.1752",42.4232552,-71.1738616
Son Energy Systems,,2013,,,CT,194+Norwich+Salem+Rd,Lyme,CT,6371,United States,https://www.google.com/maps/?q=194%20Norwich%20Salem%20Rd%20Lyme%20CT%2006371,,41.4292522,-72.3672542
Fingerlakes Renewables Inc.,1999,1999,200,10,NY|PA,600+Bostwick+Rd,Ithaca,NY,14850,US,https://www.google.com/maps/?q=600%20Bostwick%20Rd.%20Ithaca%20NY%2014850,,42.428296,-76.580431
Universal Solar Direct,2014,2014,1500,40,AZ|FL|NV,4775+W+Teco+Ave+Suite+115,Las+Vegas,NV,89118,United States,https://www.google.com/maps/?q=4775%20W.%20Teco%20Ave.%20Suite%20115%20Las%20Vegas%20NV%2089118,"33.4665,-111.9984",36.0731654,-115.2064326
Harvest Sun Solar,2014,2014,24,8,MA,455+State+Rd+Suite+275,Vineyard+Haven,MA,2568,United States,https://www.google.com/maps/?q=455%20State%20Rd.%20Suite%20275%20Vineyard%20Haven%20MA%2002568,,41.4179577,-70.6650978
"Superior Solar Systems, LLC",1984,2001,650,25,FL,925+Sunshine+Lane+1010,Altamonte+Springs,FL,32714,US,https://www.google.com/maps/?q=925%20Sunshine%20Lane%20%231010%20Altamonte%20Springs%20FL%2032714,,28.655937,-81.420506
Ecohouse Solar,2008,2009,180,10,OH,1857+Northwest+Blvd,Columbus,OH,43212,US,https://www.google.com/maps/?q=1857%20Northwest%20Blvd%2C%20Columbus%20OH%2043212,,39.9957569,-83.0476116
"Collegiate Builders, Inc.",2010,2011,125,4,CT|MA|NJ|NY|NC|SC,2901+South+Park++Ave,Buffalo,NY,14218,United States,https://www.google.com/maps/?q=2901%20South%20Park%20%20Ave%20Buffalo%20NY%2014218,,42.821505,-78.824413
Goldin Solar,2014,2014,1500,50,FL,12001+Avalon+Lake+Dr+Suite+L,Orlando,FL,32828,United States,https://www.google.com/maps/?q=12001%20Avalon%20Lake%20Dr%20Suite%20L%20Orlando%20FL%2032828,"27.633,-80.4031|25.7763,-80.2919",28.5103614,-81.1553683
Suns Up Solar,1986,1986,,,CA,719+Swift+Street,Santa+Cruz,CA,95060,US,https://www.google.com/maps/?q=719%20Swift%20Street%2C%20Suite%2013%20Santa%20Cruz%20CA%2095060,"37.0313,-122.1198",36.9587759,-122.0498359
Sun City Solar Energy - North Texas  LLC,2008,1983,4000,,OK|TX,3335+Carriage+Circle,Sherman,TX,75092,US,https://www.google.com/maps/?q=3335%20Carriage%20Circle%20Sherman%20TX%2075092,,33.6592807,-96.6550492
"Alternative Power Solutions of NY, LLC",2008,2008,370,150,NY,6399+East+Molloy+Rd,East+Syracuse,NY,13057,US,https://www.google.com/maps/?q=6399%20East%20Molloy%20Rd%2C%20Suite%20C%20East%20Syracuse%20NY%2013057,,43.1005428,-76.0800725
West Coast Solar,2007,2007,,,CA,2155+Elkins+Way+Suite+E,Brentwood,CA,94513,US,https://www.google.com/maps/?q=2155%20Elkins%20Way%20Suite%20E%20Brentwood%20CA%2094513,"38.5662,-121.3286",37.9571345,-121.6890589
"Pacific Pro Solar Group, Inc.",2010,2010,350,5,AZ|CA|IL|MO|OK,1525+Marlborough+Avenue,Riverside,CA,92507,United States,https://www.google.com/maps/?q=1525%20Marlborough%20Avenue%2C%20Suite%20F%20Riverside%20CA%2092507,,33.997935,-117.34504
"Reliable Solar Solutions, Inc.",2015,2015,75,4,MA,1+Chace+Rd,E.+Freetown,MA,2717,US,https://www.google.com/maps/?q=1%20Chace%20Rd.%2C%20%2315%20E.%20Freetown%20MA%2002717,,41.7700179,-70.9557189
Luma Dynamics LLC,2014,2002,686,17,FL,895+Diplomat+Drive+Suite+106E,Debary,FL,32720,United States,https://www.google.com/maps/?q=895%20Diplomat%20Drive%20Suite%20106E%20Debary%20FL%2032720,,28.9017889,-81.2851572
Radiant Solar Solutions,2014,2014,625,4,AZ|NV,505+W+Sunset+Rd,Henderson,NV,89011,United States,https://www.google.com/maps/?q=505%20W%20Sunset%20Rd%20Henderson%20NV%2089011,"36.1065,-114.9192|33.3363,-111.9197",36.0629187,-115.0161541
Sundial Solar Innovations LLC.,2010,2010,97,11,NJ,18+North+Salem+St,Dover,NJ,7801,US,https://www.google.com/maps/?q=18%20North%20Salem%20St%20Dover%20NJ%2007801,"None,None",40.8861015,-74.5451313
Green Mile Energy,2017,2012,500,100,CA,569+East+Tujunga+Ave+Unit+G,Burbank,CA,91501,US,https://www.google.com/maps/?q=569%20East%20Tujunga%20Ave%20Unit%20G%20Burbank%20CA%2091501,,34.1840118,-118.3022894
"SolarFlair Energy, Inc",2007,2007,1600,80,MA|RI,190+Pleasant+Street,Ashland,MA,1721,US,https://www.google.com/maps/?q=190%20Pleasant%20Street%20Ashland%20MA%2001721,,42.2615074,-71.4746001
Texas Solar Outfitters,2010,2010,400,20,TX,705+Shepherd+Dr,Houston,TX,77007,US,https://www.google.com/maps/?q=705%20Shepherd%20Dr%20Houston%20TX%2077007,,29.7687672,-95.409786
"Energy Solutions, LLC",2013,2013,880,150,OR,22267+S+Kamrath+Rd,Beavercreek,OR,97004,US,https://www.google.com/maps/?q=22267%20S.%20Kamrath%20Rd%20Beavercreek%20OR%2097004,,45.284291,-122.537071
Barnes Solar,2008,2008,1000,500,CA,23201+Orange+Ave,Lake+Forest,CA,92630,US,https://www.google.com/maps/?q=23201%20Orange%20Ave.%20Lake%20Forest%20CA%2092630,,33.6260699,-117.6919977
Jefferson Electric LLC,2011,2012,120,22,IN,2114+E+Washington+St+STE+A,Indianapolis,IN,46201,United States,https://www.google.com/maps/?q=2114%20E%20Washington%20St%20STE%20A%20Indianapolis%20Indiana%2046201,,39.7679444,-86.1249223
Alltech Solar,1995,2008,564,17,CA,4079+Governor+Drive+307,San+Diego,CA,92122,United States,https://www.google.com/maps/?q=4079%20Governor%20Drive%20%23307%20San%20Diego%20CA%2092122,,32.854327,-117.202217
"Ross Solar, a ConEdison Solutions Company",2007,2007,3000,100,CT|MA|NY,38+Beaver+Brook+Road,Danbury,CT,6810,US,https://www.google.com/maps/?q=38%20Beaver%20Brook%20Road%20Danbury%20CT%2006810,"41.0856,-73.7776",41.4066863,-73.4278507
Ocotillo Solar Electric,2015,2004,100,,NM,92285,Albuquerque,NM,87199,United States,https://www.google.com/maps/?q=P.O.%20Box%2092285%20Albuquerque%20NM%2087199,,35.0843859,-106.650422
ARE Solar,2008,2009,500,50,CO,512+Ponderosa+Dr,Boulder,CO,80303,United States,https://www.google.com/maps/?q=512%20Ponderosa%20Dr%20Boulder%20CO%2080303,"39.679,-104.9631",39.9822068,-105.1716306
Smith & McClain,2004,2013,50,20,VT,5+Main+Street,Bristol,VT,5443,United States,https://www.google.com/maps/?q=5%20Main%20Street%2C%20Suite%20A%20Bristol%20VT%2005443,,44.1328604,-73.0781539
"Active Energies Solar, LLC",2006,2006,1025,50,CO,7627,Avon,CO,81620,US,https://www.google.com/maps/?q=PO%20Box%207627%20Avon%20CO%2081620,,39.6330673,-106.5222196
Nova West Solar,2005,2005,1232,18,CA,7429+N+First+Street,Fresno,CA,93720,United States,https://www.google.com/maps/?q=7429%20N%20First%20Street%20Fresno%20CA%2093720,,36.8449729,-119.7751297
Pennsylvania Solar Energy Company Inc,1999,1999,,,PA,390+Old+Hickory+Ridge+Road,Washington,PA,15301,US,https://www.google.com/maps/?q=390%20Old%20Hickory%20Ridge%20Road%20Washington%20PA%2015301,"40.2706,-80.1668",40.2327013,-80.259582
Solar Power and Light,2010,2010,,,OH,2411+Crosspointe+Dr,Miamisburg,OH,45342,US,https://www.google.com/maps/?q=2411%20Crosspointe%20Dr%20Miamisburg%20OH%2045342,,39.6364635,-84.2397684
Gardner Energy,2005,2005,1000,75,UT,2047+Painter+Ln,West+Haven,UT,84401,United States,https://www.google.com/maps/?q=2047%20Painter%20Ln.%20West%20Haven%20Utah%2084401,,41.2297185,-112.0216944
Lumina Solar,2018,2018,,,DC|MD,3701+Commerce+Drive+Suite+108,Baltimore,MD,21227,United States,https://www.google.com/maps/?q=3701%20Commerce%20Drive%20Suite%20108%20Baltimore%20MD%2021227,,39.2509146,-76.6725836
Edge Energy Solar,2006,2009,950,5,DC|MD|VA,6854+Distribution+Drive,Beltsville,MD,20705,United States,https://www.google.com/maps/?q=6854%20Distribution%20Drive%20Beltsville%20MD%2020705,,39.0571874,-76.887873
Solar Tech Inc.,1998,2002,200,12,IN|MD,44185+Airport+RdTechPort,California,MD,20619,US,https://www.google.com/maps/?q=44185%20Airport%20Rd-TechPort%20California%20MD%2020619,,38.3123948,-76.5522788
BlueStar Solar Energy LLC,2010,2010,478,7,VA,251+Gartin+Place,Madison+Heights,VA,24572,United States,https://www.google.com/maps/?q=251%20Gartin%20Place%20Madison%20Heights%20VA%2024572,,37.4731822,-79.1574637
E2SOL LLC,2010,2010,100,50,CT|FL|MA|RI,5600+Post+Road+Suite+114262,East+Greenwich,RI,2818,US,https://www.google.com/maps/?q=5600%20Post%20Road%20Suite%20114-262%20East%20Greenwich%20RI%2002818,"26.4116,-80.0928",41.6411483,-71.4662294
Solar Wholesale,2016,2015,300,1,ID|UT,5647+W+Wells+Park+rd,West+Jordan,UT,84081,United States,https://www.google.com/maps/?q=5647%20W%20Wells%20Park%20rd%20West%20Jordan%20UT%2084081,,40.5764825,-112.0254671
NexGen Construction,2009,2009,500,,CA,10611+Calle+Lee,Los+Alamitos,CA,90720,United States,https://www.google.com/maps/?q=10611%20Calle%20Lee%2C%20Ste%20137%20Los%20Alamitos%20CA%2090720,,33.8087271,-118.0582645
"GreenLife Technologies, Inc.",2009,2009,100,20,AR|OK|TX,16533+FM+16+W,Lindale,TX,75771,US,https://www.google.com/maps/?q=16533%20FM%2016%20W%20Lindale%20TX%2075771,,32.5060802,-95.4417678
Shippee Solar and Construction LLC,2010,2010,210,4,CT,111+Sabin+St,Putnam,CT,6260,US,https://www.google.com/maps/?q=111%20Sabin%20St%20Putnam%20CT%2006260,,41.9149091,-71.9191312
G C Electric Solar,2008,2008,940,92,CA,7950+silverton+Ave+109,SAN+DIEGO,CA,92126,United States,https://www.google.com/maps/?q=7950%20silverton%20Ave%20%23109%20SAN%20DIEGO%20CA%2092126,,32.8914199,-117.1500567
Exact Solar,2005,2008,500,15,NJ|PA,1655+Fairfield+Rd,Yardley,PA,19067,USA,https://www.google.com/maps/?q=1655%20Fairfield%20Rd%20Yardley%20PA%2019067,,40.250578,-74.881445
Morningstar Solar LLC,2016,2013,,,KS|MO,3100+N+Miller+Dr,Independence,MO,64058,United States,https://www.google.com/maps/?q=3100%20N%20Miller%20Dr%20Independence%20mo%2064058,,39.15705,-94.287963
A&R Solar,2007,2007,1350,250,OR|WA,3211+Martin+Luther+King+Jr+Way+S,Seattle,WA,98144,US,https://www.google.com/maps/?q=3211%20Martin%20Luther%20King%20Jr%20Way%20S%2C%20Suite%20B%20Seattle%20WA%2098144,"45.4373,-122.6147",47.5745762,-122.297243
SunBlue Energy,2009,2009,300,30,NY,147+Valley+Street,Sleepy+Hollow,NY,10591,USA,https://www.google.com/maps/?q=147%20Valley%20Street%20Sleepy%20Hollow%20NY%2010591,,41.0823473,-73.8626585
Sunbright Solar,2016,2012,1045,18,AZ,3250+S+Dodge+Blvd,Tucson,AZ,85713,United States,https://www.google.com/maps/?q=3250%20S%20Dodge%20Blvd%20Tucson%20AZ%2085713,,32.1861414,-110.9149451
Yes Solar Solutions,2009,2009,750,89,NC,202+N+Dixon+Ave,Cary,NC,27513,US,https://www.google.com/maps/?q=202%20N.%20Dixon%20Ave%20Cary%20NC%2027513,"32.993,-80.1257",35.7876849,-78.7877745
Laibach Solar LLC,2014,2001,217,34,CA,5170+Golden+Foothill+Parkway,El+Dorado+Hills,CA,95762,United States,https://www.google.com/maps/?q=5170%20Golden%20Foothill%20Parkway%20El%20Dorado%20Hills%20CA%2095762,,38.6397747,-121.0678127
NC Solar Now,2010,2010,1500,150,NC,3401101+Atlantic+Avenue,Raleigh,NC,27604,US,https://www.google.com/maps/?q=3401-101%20Atlantic%20Avenue%20Raleigh%20NC%2027604,,35.8316076,-78.6028337
"SolarPlus Systems, Inc.",1988,1991,172,2,CA,70,Auberry,CA,93602,US,https://www.google.com/maps/?q=PO%20Box%2070%20Auberry%20CA%2093602,,37.0807823,-119.4854113
Thames Solar,1982,1995,100,4,CO,175+Dale+Court,Denver,CO,80219,United States,https://www.google.com/maps/?q=175%20Dale%20Court%20Denver%20Colorado%2080219,,39.7136595,-105.0218856
Grid City Energy,1976,,,,NY,375+Pearsall+Ave,Cedarhurst,NY,11516,US,https://www.google.com/maps/?q=375%20Pearsall%20Ave%20Cedarhurst%20NY%2011516,,40.6197365,-73.7299033
"Pinnacle Roofing Professionals, LLC",2009,2013,,,WA,5014+208th+ST+SW,Lynnwood,WA,98036,United States,https://www.google.com/maps/?q=5014%20208th%20ST%20SW%20Lynnwood%20WA%2098036,,47.8099789,-122.3010857
"Kaitanna Solar, LLC",2008,2008,240,10,NJ,34+North+Main+Street,Mullica+Hill,NJ,8062,United States,https://www.google.com/maps/?q=34%20North%20Main%20Street%20Mullica%20Hill%20NJ%2008062,,39.7373992,-75.2253214
New England Clean Energy,2006,2006,970,30,MA|NH|RI,43+Broad+Street+Suite+A408,Hudson,MA,1749,US,https://www.google.com/maps/?q=43%20Broad%20Street%20Suite%20A408%20Hudson%20MA%2001749,"41.8814,-71.356",42.3889907,-71.5644206
Rochester Solar Technologies (division of O'Connell Electric),1911,2006,,,NY,830+Phillips+Rd,Victor,NY,14564,US,https://www.google.com/maps/?q=830%20Phillips%20Rd.%20Victor%20NY%2014564,,42.998965,-77.4562897
SunPower by BlueSel Home Solar,2009,2009,300,15,MA,600+West+Cummings+Park,Woburn,MA,1801,US,https://www.google.com/maps/?q=600%20West%20Cummings%20Park%2C%20Suite%204200%20Woburn%20MA%2001801,,42.495719,-71.1273053
Southard Solar & Construction,2006,2006,845,9,AZ|CO|WY,2108+Grant+Street,Longmont,CO,80501,United States,https://www.google.com/maps/?q=2108%20Grant%20Street%20Longmont%20CO%2080501,,40.1963911,-105.1139955
Boston Solar,2011,2011,3100,100,MA|NH,55+6th+Road,Woburn,MA,1801,US,https://www.google.com/maps/?q=55%206th%20Road%20Woburn%20MA%2001801,,42.5089358,-71.1501432
Endless Energy,1983,2008,1000,100,PA,288+Kidder+Street,Wilkes-Barre,PA,18702,United States,https://www.google.com/maps/?q=288%20Kidder%20Street%20Wilkes-Barre%20Pennsylvania%2018702,,41.2492577,-75.8592118
Highlight Solar,2010,2008,920,6,CA,1624+Remuda+Ln,San+Jose,CA,95112,United States,https://www.google.com/maps/?q=1624%20Remuda%20Ln%20San%20Jose%20California%2095112,,37.3725579,-121.9085293
Clean Energy USA,2007,2007,1500,,DE,20184+Phillips+Street,Rehoboth+Beach,DE,19971,US,https://www.google.com/maps/?q=20184%20Phillips%20Street%20Rehoboth%20Beach%20DE%2019971,,38.710872,-75.0999189
