name,year_established,year_active,systems_res,systems_com,states_active,headquarters_street,headquarters_city,headquarters_state,headquarters_zip,headquarters_country,headquarters_link,office_latlongs,lat,lng
G C Electric Solar,2008,2008,302,52,CA,16870+W+Bernardo+Dr+Suite+400,San+Diego,CA,92127,United States,https://www.google.com/maps/?q=16870%20W%20Bernardo%20Dr.%20Suite%20%23400%20San%20Diego%20CA%2092127,,33.0196239,-117.0813501
Code Green Solar,1994,2009,4000,13,CA|FL|NJ|NY|SC,523+Hollywood+Ave,Cherry+Hill,NJ,8002,United States,https://www.google.com/maps/?q=523%20Hollywood%20Ave%20Cherry%20Hill%20NJ%2008002,"39.9308,-75.0175",39.9363884,-75.0376589
The Solar Program,2013,2013,5000,50,NJ|NY,3384+US+9,Old+Bridge,NJ,8857,United States,https://www.google.com/maps/?q=3384%20US%209%20Old%20Bridge%20NJ%2008857,,40.3877789,-74.3084411
Solarado Energy / Eco Depot USA,1993,1994,237,43,CO,773,Salida,CO,81201,US,https://www.google.com/maps/?q=P.%20O.%20Box%20773%20Salida%20CO%2081201,,38.5347193,-105.9989022
"621 Energy, LLC",2011,2011,,,CT|ME|MA|NH|NY|RI|VT,152+Commonwealth+Ave,Concord,MA,1742,US,https://www.google.com/maps/?q=152%20Commonwealth%20Ave.%2C%20Suite%2017%20Concord%20MA%2001742,,42.4585019,-71.3966321
"Solar Advantage, LLC",2012,2012,450,50,LA|MS|NJ|NY,28+Harrison+Avenue,Englishtown,NJ,7726,United States,https://www.google.com/maps/?q=28%20Harrison%20Avenue%20Englishtown%20NJ%2007726,,40.2977022,-74.3548036
Connecticut Solar Power LLC,1986,2006,421,56,CT,165+Chestnutland+Road,New+Milford,CT,6776,US,https://www.google.com/maps/?q=165%20Chestnutland%20Road%20New%20Milford%20CT%2006776,,41.6122689,-73.3888059
Renewable Energy Design Group L3C,2012,2008,660,23,NC|SC,90+Beechwood+Dr,Lewisville,NC,27023,US,https://www.google.com/maps/?q=90%20Beechwood%20Dr%20Lewisville%20NC%2027023,"35.1355,-80.7669",36.1052914,-80.4378024
Solargaines,2009,2009,500,50,DE|DC|MD,10616+Beaver+Dam+RD,Baltimore,MD,21030,United States,https://www.google.com/maps/?q=10616%20Beaver%20Dam%20RD%20Baltimore%20MD%2021030,,39.476669,-76.652825
"Certified Safe Electric, Inc",2007,2007,500,4,MA,439+Columbia+Rd,Hanover,MA,2339,United States,https://www.google.com/maps/?q=439%20Columbia%20Rd%20Hanover%20Massachusetts%2002339,,42.1080354,-70.8104623
Ailey Solar,2007,2012,210,5,IL,1965+W+Pershing,Chicago,IL,60609,US,https://www.google.com/maps/?q=1965%20W%20Pershing%20Chicago%20IL%2060609,,41.8223448,-87.6745994
Western Solar Inc.,2002,2005,,,WA,4041+Home+Rd+Ste+A,Bellingham,WA,98226,US,https://www.google.com/maps/?q=4041%20Home%20Rd%20Ste%20A%20Bellingham%20WA%2098226,,48.7877201,-122.5088962
"Transformations, Inc.",1986,2006,,,CT|DC|MA|NH|NY|VT|VA,323+West+Main+Street,Ayer,MA,1432,USA,https://www.google.com/maps/?q=323%20West%20Main%20Street%20%20Ayer%20MA%2001432,,42.5521951,-71.618728
Eco Solar Solutions,2010,2010,45,2,DE|MD,703+East+Pulaski+Hwy,Elkton,MD,21921,US,https://www.google.com/maps/?q=703%20East%20Pulaski%20Hwy%20Elkton%20MD%2021921,,39.601317,-75.804592
SUNWORKS,1983,2001,2241,1251,CA|NV|OR,1030+Winding+Creek+Road+100,Roseville,CA,95678,US,https://www.google.com/maps/?q=1030%20Winding%20Creek%20Road%20%23100%20Roseville%20CA%2095678,"38.8136,-121.2677|39.633,-121.7886|34.107,-117.5941|37.4888,-120.8535|33.8414,-116.5347|37.2803,-121.9539|36.2022,-119.338|39.4151,-119.7668|42.4319,-122.8296",38.798323,-121.3091717
"Sun Dollar Energy, LLC",2011,2007,98,,NC,4904+Elaine+Ave,Raleigh,NC,27616,US,https://www.google.com/maps/?q=4904%20Elaine%20Ave%20Raleigh%20NC%2027616,,35.857006,-78.5595529
Green State Power,2008,,,,NC,300+N+Greene+St,Greensboro,NC,27401,US,https://www.google.com/maps/?q=300%20N%20Greene%20St%20Greensboro%20NC%2027401,,36.0755441,-79.7909631
Green Street Solar Power,2014,2014,240,4,CT|MA|NJ|NY|RI,1360+Garrison+Ave,Bronx,NY,10474,United States,https://www.google.com/maps/?q=1360%20Garrison%20Ave%20Bronx%20NY%2010474,,40.821101,-73.885036
Allterra Solar,2004,2006,1285,30,CA,207B+McPherson+Street,Santa+Cruz,CA,95060,US,https://www.google.com/maps/?q=207-B%20McPherson%20Street%20Santa%20Cruz%20CA%2095060,,36.9599332,-122.0478411
PurePoint Energy ,2007,,,,CT,28+Knight+Street,Norwalk,CT,6851,USA,https://www.google.com/maps/?q=28%20Knight%20Street%20Norwalk%20CT%2006851,,41.1200046,-73.410332
Geoscape Solar,2008,2008,100,20,NJ|NY|PA,160+South+Livingston+Avenue+Suite+113,Livingston,NJ,7039,US,https://www.google.com/maps/?q=160%20South%20Livingston%20Avenue%20Suite%20113%20Livingston%20NJ%2007039,"39.7788,-74.9308|40.7757,-74.3928",40.7908313,-74.3141586
"Energy Venture Management, Inc.",2015,2005,,,CT|MA|NJ|NY|RI,184+W+Main+St,Milford,CT,6460,United States,https://www.google.com/maps/?q=184%20W%20Main%20St.%20Milford%20CT%2006460,,41.2256973,-73.0653616
JD Solar Solutions LLC,2007,2007,500,100,CT|NJ,324+Fairhaven+Rd,Fairhaven,NJ,7704,US,https://www.google.com/maps/?q=324%20Fairhaven%20Rd%20Fairhaven%20NJ%2007704,,40.3578032,-74.0294385
ENCON,1969,2011,400,15,CT|NY,1265+Woodend+Road,Stratford,CT,6615,United States,https://www.google.com/maps/?q=1265%20Woodend%20Road%20Stratford%20CT%2006615,"41.205,-73.7299",41.1686695,-73.1455633
Power Guru LLC,2007,2008,40,20,NY|VT,5+Bank+Street++PO+Box+507,North+Bennington,VT,5257,United States,https://www.google.com/maps/?q=5%20Bank%20Street%20%7C%20PO%20Box%20507%20North%20Bennington%20VT%2005257,,42.9305499,-73.242805
Eastern CT Solar LLC,2014,2006,,,CT|RI,689+Pendleton+Hill+Road,North+Stonington,CT,6359,US,https://www.google.com/maps/?q=689%20Pendleton%20Hill%20Road%20North%20Stonington%20CT%2006359,,41.4945216,-71.8365621
Day One Solar Inc.,2013,2012,200,30,CA,387+Coral+Street,Santa+Cruz,CA,95060,US,https://www.google.com/maps/?q=387%20Coral%20Street%20Santa%20Cruz%20CA%2095060,,36.9812984,-122.0330282
Sunrise Solar Consulting LLC,2014,2008,300,20,CT,96+Orland+Street,Milford,CT,6460,United States,https://www.google.com/maps/?q=96%20Orland%20Street%20Milford%20CT%2006460,,41.2112426,-73.0308195
Sumintra,2007,2007,,,NJ|NY|PA,3000+Chestnut+St+7966,Philadelphia,PA,19101,US,https://www.google.com/maps/?q=3000%20Chestnut%20St.%20%237966%20Philadelphia%20PA%2019101,,39.9530987,-75.1845423
Mass Renewables Inc.,2009,2009,,,MA,90+Mendon+St,Bellingham,MA,2019,USA,https://www.google.com/maps/?q=90%20Mendon%20St%20Bellingham%20MA%2002019,,42.0863047,-71.4851739
Slingshot Power,2013,2013,850,135,CA,164+Main+Street,Los+Altos,CA,94022,United States,https://www.google.com/maps/?q=164%20Main%20Street%20Los%20Altos%20CA%2094022,"38.5662,-121.3286|36.7918,-119.8801",37.3793721,-122.1153636
C-TEC Solar ,2011,2011,1000,25,CT|MA,1+Griffin+Road+South,Bloomfield,CT,6002,US,https://www.google.com/maps/?q=1%20Griffin%20Road%20South%2C%20Suite%20200%20Bloomfield%20CT%2006002,,41.8735075,-72.7338911
"PerryBuilt Construction, Inc.",2006,2006,2000,,CA,125,Soquel,CA,95073,United States,https://www.google.com/maps/?q=P.O.%20Box%20125%20Soquel%20CA%2095073,,36.9880057,-121.9566267
Infiniti Energy Services,2015,2007,7,53,NJ,2885+Route+9,Howell,NJ,7731,United States,https://www.google.com/maps/?q=2885%20Route%209%20Howell%20NJ%2007731,,40.1697661,-74.2379017
morSolar Inc.,2013,2013,75,,MA,25+Braintree+Hill+Office+Park,Braintree,MA,2184,US,https://www.google.com/maps/?q=25%20Braintree%20Hill%20Office%20Park%2C%20Suite%20200%20Braintree%20MA%2002184,,42.2253177,-71.027299
Green Audit USA,2009,2013,98,,NY,74+Bridge+Road,Islandia,NY,11749,United States,https://www.google.com/maps/?q=74%20Bridge%20Road%20Islandia%20NY%2011749,,40.804391,-73.187855
Ecolution Energy LLC,2009,2009,200,5,NJ|PA,565+Lake+Dr,Lehighton,PA,18235,United States,https://www.google.com/maps/?q=565%20Lake%20Dr.%20Lehighton%20PA%2018235,,40.9076598,-75.5979161
US GREEN Energy Technologies,2011,,,,CA,7394+Trade+St,San+Diego,CA,92121,United States,https://www.google.com/maps/?q=7394%20Trade%20St%20San%20Diego%20CA%2092121,,32.8897475,-117.162274
Statewide Solar,2014,2014,125,,NJ,110+S+Main+St,Forked+River,NJ,8731,United States,https://www.google.com/maps/?q=110%20S.%20Main%20St%20Forked%20River%20NJ%2008731,,39.8395479,-74.1919075
Solar Energy of Illinois,2005,,,,IL|WI,4735+Locust+Ave,Glenview,IL,60025,US,https://www.google.com/maps/?q=4735%20Locust%20Ave%2C%20Glenview%20IL%2060025,,42.0817426,-87.8752857
Energy Solutions Direct,2014,2014,340,5,FL,12695+Automobile+Blvd,Clearwater,FL,33762,United States,https://www.google.com/maps/?q=12695%20Automobile%20Blvd%20Clearwater%20FL%2033762,,27.8873456,-82.6958233
CNY Solar,2009,2009,500,30,NY,2998+State+Rt+31,Canastota,NY,13032,US,https://www.google.com/maps/?q=2998%20State%20Rt%2031%20Canastota%20NY%2013032,,43.1572573,-75.7969423
Earth Electric Incorporated,2009,2009,100,3,CA,1702L+Meridian+Ave,San+Jose,CA,95125,US,https://www.google.com/maps/?q=1702-L%20Meridian%20Ave%2C%20%23323%20San%20Jose%20CA%2095125,,37.292839,-121.912497
KDH Solar,2012,2012,5000,,LA|MS,920+Poeyfarre+Street+220,New+Orleans,LA,70130,United States,https://www.google.com/maps/?q=920%20Poeyfarre%20Street%20%23220%20New%20Orleans%20LA%2070130,,29.9414665,-90.0685819
180 Solar Power,2014,2014,439,56,CA,320+E+2nd+Avenue,Escondido,CA,92025,United States,https://www.google.com/maps/?q=320%20E%202nd%20Avenue%2C%20Ste%20101%20Escondido%20CA%2092025,,33.1225662,-117.0777993
"Home Networks, Electric & Solar, Inc.",1999,2011,500,5,CA,838+Charcot+Ave,San+Jose,CA,95131,United States,https://www.google.com/maps/?q=838%20Charcot%20Ave.%20San%20Jose%20CA%2095131,,37.3863909,-121.9067302
Green Water and Power,2011,2013,27,6,AZ|CA|NY|RI|SC|TX,479+Dalehurst+Ave,Los+Angeles,CA,90024,United States,https://www.google.com/maps/?q=479%20Dalehurst%20Ave.%20Los%20Angeles%20CA%2090024,,34.0728779,-118.4353276
Appalachian Renewable Power Systems,,2008,126,14,OH|WV,10131+Haga+Ridge+road,Stewart,OH,45778,United States,https://www.google.com/maps/?q=10131%20Haga%20Ridge%20road%20Stewart%20OH%2045778,,39.335016,-81.869142
Solar Wolf Energy Inc,2015,2014,1000,40,CT|DE|FL|GA|KY|ME|MD|MA|NH|NM|NC|OH|PA|RI|TX|VT,134+Worcester+Providence+Turnpike,Millbury,MA,1527,United States,https://www.google.com/maps/?q=134%20Worcester%20Providence%20Turnpike%2C%20%20Millbury%20MA%2001527,,42.1785998,-71.7600934
Solar Energy of Minnesota,2014,2005,88,25,MN|ND|SD|WI,6347+Glacier+Lane+North,Maple+Grove,MN,55311,US,https://www.google.com/maps/?q=6347%20Glacier%20Lane%20North%20Maple%20Grove%20MN%2055311,,45.0691599,-93.4624415
Able Energy Co.,2010,2010,500,100,MN|WI,7200+Hudson+Blvd+N,Oakdale,MN,55128,United States,https://www.google.com/maps/?q=7200%20Hudson%20Blvd%20N%2C%20Suite%20290%20Oakdale%20MN%2055128,,44.9517105,-92.9567017
SEM Power,2009,2009,1000,400,FL,4640+Eagle+Falls+Place,Tampa,FL,33619,United States,https://www.google.com/maps/?q=4640%20Eagle%20Falls%20Place%20Tampa%20FL%2033619,"28.3037,-81.5898|25.7672,-80.2059",27.9020823,-82.3892482
Energy Savers Home Performance,2015,2017,,,MA,42+Summer+Street,Gloucester,MA,1930,United States,https://www.google.com/maps/?q=42%20Summer%20Street%20Gloucester%20MA%2001930,,42.6125075,-70.6698928
Edmond Becquerel,2016,2017,26,,MA,11+Amity+St,Amherst,MA,1002,United States,https://www.google.com/maps/?q=11%20Amity%20St%20Amherst%20MA%2001002,,42.376121,-72.52025
Sunnyside Solar Inc,2013,2013,300,7,CA,1925+mckinley+ave,La+Verne,CA,91750,United States,https://www.google.com/maps/?q=1925%20mckinley%20ave%2C%20Suite%20G%20La%20Verne%20CALIFORNIA%2091750,"34.1159,-117.7708",34.088974,-117.783731
Solar Ray USA,2017,2009,500,,AZ|CA|FL|GA|IL|NM|NC|SC|TX,112+Walnut+Cove+Dr+Unit+B,Mooresville,NC,28117,United States,https://www.google.com/maps/?q=112%20Walnut%20Cove%20Dr.%20Unit%20B%20Mooresville%20NC%2028117,,35.5565476,-80.8430049
"Nunez Electric, LLC",2002,2012,45,1,VT,55+Lord+Rd,Swanton,VT,5488,United States,https://www.google.com/maps/?q=55%20Lord%20Rd.%20Swanton%20VT%2005488,,44.87373,-73.150668
Ikon Energy LLC,2016,2016,41,26,CA,36700+Pickfair+st,Cathedral+City+,CA,92234,United States,https://www.google.com/maps/?q=36700%20Pickfair%20st%20%20Cathedral%20City%20%20Ca%2092234,,33.7816363,-116.4630066
NV Energy LLC,2012,2012,45,,MA,11+N+MEADOW+RD,Leominster,MA,1453,United States,https://www.google.com/maps/?q=11%20N%20MEADOW%20RD%20Leominster%20Ma%2001453,,42.5679118,-71.745404
Robco Electric,1997,2012,718,6,NV,5692+La+Costa+Canyon+Court,Las+Vegas,NV,89139,United States,https://www.google.com/maps/?q=5692%20La%20Costa%20Canyon%20Court%20Las%20Vegas%20NV%2089139,,36.0303963,-115.2198078
Altadena Energy & Solar Inc.,2012,2012,90,4,CA,460+E+Calaveras+St,Altadena,CA,91001,United States,https://www.google.com/maps/?q=460%20E%20Calaveras%20St%20Altadena%20CA%2091001,,34.1862422,-118.1405307
Verisolar,2016,2016,7,1,TX,11419+Dover,Houston,TX,77031,United States,https://www.google.com/maps/?q=11419%20Dover%20Houston%20TX%2077031,,29.6540515,-95.5549602
Go Solar Group,2009,2011,1200,30,UT,4892+S+Commerce+Drive,Murray,UT,84107,United States,https://www.google.com/maps/?q=4892%20S%20Commerce%20Drive%2C%20Suite%20C%20Murray%20Utah%2084107,"40.6568,-111.8904",40.6649423,-111.8999895
Green Solar Technologies,2014,2014,1155,17,CA|CO|GA|MO|NM|NC|PA|SC|TX,6400+Laurel+Canyon+Blvd,North+Hollywood,CA,91606,United States,https://www.google.com/maps/?q=6400%20Laurel%20Canyon%20Blvd%20North%20Hollywood%20California%2091606,,34.1869918,-118.3957717
A1 Solar Source Inc,2014,2006,175,3,KS|MO,2420+E+Truman+Rd,Kansas+City,MO,64127,United States,https://www.google.com/maps/?q=2420%20E%20Truman%20Rd%20Kansas%20City%20MO%2064127,,39.0950921,-94.5528929
Alternatex Energy Solutions,2015,2016,125,5,OK|TX,1300+E+Wise,Bowie,TX,76230,US,https://www.google.com/maps/?q=1300%20E%20Wise%20Bowie%20Texas%2076230,,33.5520063,-97.8380277
Hannah Solar,2008,2008,120,350,AL|GA|NC|SC|TN,1311+Collier+Road+NW,Atlanta,GA,30318,US,https://www.google.com/maps/?q=1311%20Collier%20Road%20NW%20%20Atlanta%20GA%2030318,,33.8123445,-84.430642
Solare Energy,1989,2007,2500,50,CA,9520+Padgett+St,San+Diego,CA,92126,US,https://www.google.com/maps/?q=9520%20Padgett%20St%2C%20Suite%20107%20San%20Diego%20CA%2092126,,32.8958022,-117.1274864
Powerlutions Solar,2008,2008,350,11,NJ|NY,216+River+Ave,Lakewood,NJ,8701,United States,https://www.google.com/maps/?q=216%20River%20Ave%20Lakewood%20NJ%2008701,"40.8882,-74.0503|41.1163,-74.0736",40.0825328,-74.2163964
"Sunrise Energy Concepts, Inc.",2001,2001,420,14,FL|NY,5320+NW+55th+Blvd,Coconut+Creek,FL,33073,United States,https://www.google.com/maps/?q=5320%20NW%2055th%20Blvd%20Coconut%20Creek%20FL%2033073,,26.2961545,-80.2003277
Eco Solar Home Improvement/Max and son Inc.,2016,2016,63,,CA,2465+Whittier+Blvd,Montebello,CA,90640,United States,https://www.google.com/maps/?q=2465%20Whittier%20Blvd%20Montebello%20Ca%2090640,,34.014287,-118.1297091
Sunrise Solar,2002,2010,4000,30,AZ,4522+N+22nd+Way,Phoenix,AZ,85018,United States,https://www.google.com/maps/?q=4522%20N%2022nd%20Way%20Phoenix%20AZ%2085018,,33.696318,-112.0346161
Tesla Energy Solar,2006,2006,3000,500,CA|NV|NM|OR|TX|WA,1215+K+street+Sacramento,Sacramento.,CA,95814,United States,https://www.google.com/maps/?q=bus.1215%20K%20street%20Sacramento%2C%20CA%2095814%20Sacramento.%20California%2095814,,38.5785333,-121.4901514
America Green Solar,2015,2015,,,AZ|CA|DC|MD|NJ|NY,7083+Hollywood+Blvd,Los+Angeles,CA,90028,United States,https://www.google.com/maps/?q=7083%20Hollywood%20Blvd%20Los%20Angeles%20CA%2090028,,34.1018232,-118.3443526
Summer Hill Solar LLC,2005,2012,32,38,CT,755,Woodstock,CT,6281,US,https://www.google.com/maps/?q=P.O%20Box%20755%20Woodstock%20CT%2006281,,41.9484307,-71.9739625
Freeman Solar,2016,,,,UT,431,Kaysville,UT,84037,US,https://www.google.com/maps/?q=PO%20Box%20431%20Kaysville%20UT%2084037,,41.0416232,-111.9389048
Solar Symphony,2012,2012,650,25,CA,341+Engel+St,Escondido,CA,92029,United States,https://www.google.com/maps/?q=341%20Engel%20St.%20Escondido%20CA%2092029,,33.1194212,-117.1078727
JP Electric & Solar,1978,2009,,,CA,2115+E+Main+st,Visalia,CA,93292,United States,https://www.google.com/maps/?q=2115%20E.%20Main%20st%20Visalia%20CA%2093292,"35.6406,-120.7003",36.3298783,-119.2695302
Solar Galleria,2007,2007,280,,CA,13161+Sherman+Way+Unit+A,North+Hollywood,CA,91605,United States,https://www.google.com/maps/?q=13161%20Sherman%20Way%20Unit%20A%20North%20Hollywood%20California%2091605,,34.2013524,-118.4200397
Tachyon Solar,2017,2017,,5,TX,9203+Ashlyn+Dr,Killeen,TX,76542,United States,https://www.google.com/maps/?q=9203%20Ashlyn%20Dr.%20Killeen%20Texas%2076542,,31.0464255,-97.7243365
Granite State Solar,2008,2008,500,50,NH|VT,197+North+Main+St,Boscawen,NH,3303,US,https://www.google.com/maps/?q=197%20North%20Main%20St%20Boscawen%20NH%2003303,,43.3000479,-71.6075837
ParagonSun,2008,2009,400,2,CA|UT,126+Newall,Irvine+,CA,92618,United States,https://www.google.com/maps/?q=126%20Newall%20Irvine%20%20Ca%2092618,,33.689007,-117.7316
Solar Solution AZ,2012,2012,2500,100,AZ,2521+N+Fairview+Ave,Tucson,AZ,85705,United States,https://www.google.com/maps/?q=2521%20N%20Fairview%20Ave%20Tucson%20AZ%2085705,,32.2522487,-110.9868718
2nd Energy LLC,2015,,,,TX,201+S+Lakeline+Blvd,Cedar+Park,TX,78613,US,https://www.google.com/maps/?q=201%20S.%20Lakeline%20Blvd%20Cedar%20Park%20TX%2078613,"29.5863,-98.4769",30.5002476,-97.8483062
Go Solar Program,2015,2015,500,,FL,801+SE+6th+Ave,Delray+Beach,FL,33483,United States,https://www.google.com/maps/?q=801%20SE%206th%20Ave%2C%20Suite%20206%20Delray%20Beach%20Florida%2033483,,26.4497666,-80.0665452
"LightHouse Solar, LLC",2014,2016,4,1,AZ|ID|NV|UT|WY,420+North+900+East,Lehi,UT,84043,United States,https://www.google.com/maps/?q=420%20North%20900%20East%20Lehi%20Utah%2084043-1346,,40.3932216,-111.8341983
JLM Energy,2011,2011,500,500,AZ|CA|HI|NV,4401+Granite+Dr,Rocklin,CA,95677,US,https://www.google.com/maps/?q=4401%20Granite%20Dr.%20%20Rocklin%20CA%2095677,,38.7984121,-121.212295
Panelman Solar,2005,2005,20,,SC,1813+Reynolds+Ave,North+Charleston,SC,29405,United States,https://www.google.com/maps/?q=1813%20Reynolds%20Ave.%20North%20Charleston%20SC%2029405,,32.8588404,-79.9689504
SuperGreen Solutions - Ellicott City ,2013,2009,183,5,MD,8001+Hillsborough+Road,Ellicott+City,MD,21043,United States,https://www.google.com/maps/?q=8001%20Hillsborough%20Road%2C%20Suite%20K%20Ellicott%20City%20MD%2021043,,39.2501825,-76.7901269
"SePac Energy Systems, Inc.",1979,2009,322,6,CA,2184+7th+Ave,Sacramento,CA,95818,US,https://www.google.com/maps/?q=2184%207th%20Ave%20Sacramento%20CA%2095818,,38.5459486,-121.4875648
Golden Solar,2006,2006,300,20,CO,614+10th+St,Golden,CO,80401,USA,https://www.google.com/maps/?q=614%2010th%20St%20Golden%20CO%2080401,,39.7584997,-105.2219379
Lifetime Solar,1989,2001,200,28,CA,1855+Industrial+Dr,Auburn,CA,95603,United States,https://www.google.com/maps/?q=1855%20Industrial%20Dr.%20Auburn%20CA%2095603,,38.929613,-121.092522
Solar Gain Inc,2008,2008,150,50,AZ|CA,811+S+Santa+Rita+Ave,Tucson,AZ,85719,United States,https://www.google.com/maps/?q=811%20S%20Santa%20Rita%20Ave.%20Tucson%20AZ%2085719,"31.377,-110.9435|32.5753,-117.0707|33.7644,-116.3398",32.2118096,-110.9527592
Neil Kelly Company,1947,1991,500,50,OR,804+N+Alberta,Portland,OR,97217,United States,https://www.google.com/maps/?q=804%20N%20Alberta%20Portland%20OR%2097217,"45.4147,-122.7227|44.0185,-123.0998|44.0928,-121.2936|None,None",45.5588593,-122.6755937
Sun Energy Group,2009,2011,150,3,NY,72+East+Hoffman+Ave,Lindenhurst,NY,11757,US,https://www.google.com/maps/?q=72%20East%20Hoffman%20Ave%20Lindenhurst%20NY%2011757,,40.6882135,-73.3710999
BeFree Solar,2009,2009,1000,10,MA,121+Boston+Post+Rd,Sudbury,MA,1776,USA,https://www.google.com/maps/?q=121%20Boston%20Post%20Rd%20Sudbury%20MA%2001776,,42.3624773,-71.3945446
MisterEnergy llc,2009,2009,300,50,NJ,122+North+Oxford+Avenue,Ventnor,NJ,8406,United States,https://www.google.com/maps/?q=122%20North%20Oxford%20Avenue%20Ventnor%20NJ%2008406,,39.3434039,-74.4780579
National Sun Energy,,,,,NC|SC,630+Davidson+Gateway+Dr,Davidson,NC,28036,United States,https://www.google.com/maps/?q=630%20Davidson%20Gateway%20Dr%2C%20Suite%20150%20Davidson%20NC%2028036,"35.1714,-80.9084",35.5018017,-80.8641937
"Sustainable Energy Developments, Inc. ",2002,2010,142,24,NY,317+State+Route+104,Ontario,NY,14519,United States,https://www.google.com/maps/?q=317%20State%20Route%20104%20Ontario%20NY%2014519,,43.2266229,-77.363341
Solar by Kiss,,2005,250,50,DE|MD|NJ|PA,5921+BRISTOL+EMILIE+ROAD,LEVITTOWN,PA,19047,United States,https://www.google.com/maps/?q=5921%20BRISTOL%20EMILIE%20ROAD%20LEVITTOWN%20PA%2019047,,40.1409137,-74.8624425
"Icon Solar Power, LLC",2009,2009,700,18,IN|KY|OH,50+W+Technecenter+Dr+Suite+K,Milford,OH,45150,US,https://www.google.com/maps/?q=50%20W.%20Technecenter%20Dr.%20Suite%20K%20Milford%20OH%2045150,,39.1530019,-84.2562768
365 Solar Inc,2016,2006,,,CA,1260+E+Locust+St+Ste+301,Ontario,CA,91761,United States,https://www.google.com/maps/?q=1260%20E%20Locust%20St%20Ste%20301%20Ontario%20CA%2091761,,34.0444617,-117.6264602
Harvest Energy Solutions,2006,,,,IL|IN|IA|KY|MI|MN|OH|TN|WI,2218+East+High+Street,Jackson,MI,49203,US,https://www.google.com/maps/?q=2218%20East%20High%20Street%20Jackson%20MI%2049203,,42.234371,-84.3755615
